word,meaning
glares,n. [三单] 刺眼 v. 瞪眼表示
weeps,v. [三单] 哭泣 n. 哭泣
seizes,v. [三单] 抓住
dashes,n. [三单] 破折号 v. 使…破灭
analyzes,v. [三单] 对…进行分析，分解（等于analyse）
clarifies,v. [三单] 澄清
greets,v. [三单] 欢迎，迎接 n. (Greet)人名
prays,v. [三单] 祈祷 n. (Pray)人名
burdens,n. [三单] 负担 v. 使负担
advertises,v. [三单] 通知
forgives,v. [三单] 原谅
underwears,n. [三单] 内衣物
violates,v. [三单] 违反
restricts,v. [三单] 限制
harvests,n. [三单] 收获 v. 收割
unrests,n. [三单] 不安
survives,v. [三单] 幸存
whistles,n. [三单] 口哨 v. 吹口哨
recognises,v. [三单] 认出
salutes,n. [三单] 致敬，欢迎 v. 行礼致敬，欢迎
consults,v. [三单] 查阅
preserves,v. [三单] 保存 n. 保护区
numbs,v. [三单] 使麻木 adj. 麻木的
cautions,n. [三单] 小心，谨慎 v. 警告
undertakes,v. [三单] 承担，保证
punctuates,v. [三单] 不时打断
remarks,n. [三单] 注意 v. 评论
assists,n. [三单] 帮助 v. 参加
hoorays,vi. [三单] 呼万岁 vt. 呼万岁 n. 万岁 int. 万岁
whispers,n. [三单] 私语 v. 耳语
conflicts,n. [三单] 冲突，矛盾 v. 冲突，抵触
snatches,n. [三单] 抢夺 v. 夺得
informs,v. [三单] 通知
dines,v. [三单] 进餐，用餐 n. (Dine)人名
amazes,v. [三单] 使吃惊
puzzleds,adj. [三单] 困惑的
accompanies,v. [三单] 陪伴，伴随
subscribes,v. [三单] 订阅
stains,v. [三单] 沾污 n. 污点
acquires,v. [三单] 获得
contributes,v. [三单] 贡献，出力
admires,v. [三单] 钦佩
observes,v. [三单] 庆祝
sniffs,v. [三单] 嗅 n. 吸，闻
annoys,v. [三单] 骚扰 n. 烦恼（等于annoyance）
programmes,n. [三单] 计划，规划 v. 编程序
confuses,v. [三单] 使混乱
compensates,v. [三单] 补偿，赔偿
tailors,v. [三单] 剪裁 n. 裁缝
caters,v. [三单] 投合，迎合 n. (Cater)人名
equips,v. [三单] 装备，配备
enlarges,v. [三单] 扩大
skips,v. [三单] 跳跃 n. 跳跃
interrupts,v. [三单] 中断 n. 中断
commands,v. [三单] 命令，指挥 n. 指挥，控制
condemns,v. [三单] 谴责
bargains,n. [三单] 交易 v. 讨价还价
starves,v. [三单] 饿死
adjusts,v. [三单] 调整，使…适合
inspects,v. [三单] 检查
fastens,v. [三单] 使固定 n. (Fasten)人名
advances,n. [三单] 发展 v. 提出 adj. 预先的
embarrasses,v. [三单] 使局促不安
references,n. [三单] 参考，参照 v. 引用
tolerates,v. [三单] 忍受
resists,v. [三单] 抵抗，抗拒 n. [助剂] 抗蚀剂
irrigates,v. [三单] 灌溉
deserts,v. [三单] 遗弃 n. 沙漠 adj. 沙漠的
lectures,n. [三单] 演讲 v. 演讲
assesses,v. [三单] 评定
grills,v. [三单] 烧，烤 n. 烤架，铁格子
rhymes,n. [三单] 韵律 v. 使押韵
betrays,v. [三单] 背叛
deletes,v. [三单] 删除
orbits,n. [三单] 轨道 v. 盘旋
strengthens,v. [三单] 加强
reflects,v. [三单] 反映
prohibits,v. [三单] 阻止，禁止
finances,n. [三单] 财政，财政学 v. 负担经费，供给…经费
differs,v. [三单] 使…相异 n. (Differ)人名
divorces,n. [三单] 离婚 vt.  使离婚
barks,v. [三单] 〔狗〕吠叫 n. 狗叫声，吠声
updates,vt&n. [三单] 现代化
hesitates,v. [三单] 犹豫， 踌躇
guarantees,vt&n. [三单] 保证， 担保
shrinks,v. [三单] 收缩
practises,v. [三单] 练习
overheads,adj&adv. [三单] 在高处， 在空中
plagues,v. [三单] 使困扰
specializes,v. [三单] 专业从事
startles,v. [三单] 吃惊
contracts,n. [三单] 合同
exhausts,v. [三单] 使筋疲力尽
subsidizes,v. [三单] 提供补贴
undergoes,v. [三单] 承受
emits,v. [三单] 发出，排出
aviates,v. [三单] 驾驶飞机
entitles,v. [三单] 使具有权利，使具有资格
relieves,v. [三单] 解除，减轻，缓解
inquires,v. [三单] 询问
hinders,v. [三单] 阻碍
contrasts,n. [三单] 对照物 v. 对比
threatens,v. [三单] 威胁
renews,v. [三单] 〔中止后〕重新开始，继续
imitates,v. [三单] 模仿
sways,v. [三单] 影响
soars,v. [三单] 猛增
embraces,v. [三单] 拥抱
distracts,v. [三单] 分心
yields,v. [三单] 产生，得出〔结果、答案或资料 n. 产量
contacts,n. [三单] 联系，接触 v. 〔写信、打电话〕联系〔某人〕
enriches,v. [三单] 丰富
consents,v. [三单] 允许，同意 n. 同意，赞同
interprets,v. [三单] 解释
initiates,v. [三单] 开始，发起
enables,v. [三单] 使能够……
overcharges,v. [三单] 向……多收费
reverses,n. [三单] 相反情况 a. 相反的
enrolls,v. [三单] 注册
invades,v. [三单] 侵入，侵略
strains,v. [三单] 扭伤，拉伤
rearranges,v. [三单] 重新安排
avails,"v. [三单] 有益, 有帮助"
vanishes,v. [三单] 消失
overwhelms,v. [三单] 压倒，战胜
eliminates,v. [三单] 消除
disputes,n. [三单] 辩论，争论 v. 辩论，争论
affirms,v. [三单] 断言，声明
lessens,v. [三单] 减少
socializes,v. [三单] 交往，联谊
perceives,v. [三单] 察觉
alerts,v. [三单] 提醒 adj. 机警的
formulates,v. [三单] 规定，制定
publicizes,v. [三单] 宣布
stakes,n. [三单] 风险
sustains,n. [三单] 维持
installs,v. [三单] 安装
renders,v. [三单] 给予
reframes,v. [三单] 再构造(图画、照片等)
specifies,v. [三单] 指定，具体说明
complements,v. [三单] 补充
triggers,v. [三单] 引发，引起
estimates,v. [三单] 估计
downsizes,v. [三单] 裁员
implements,v. [三单] 实施，执行
transfers,v. [三单] 转换，调换 n. 转换，调换
anticipates,v. [三单] 预感
qualifies,v. [三单] 使……有资格
merits,n. [三单] 优点，成绩 v. 值得
remedies,n. [三单] 药物
inherits,v. [三单] 继承
assigns,v. [三单] 布置
excludes,v. [三单] 排除，不包括
irritates,v. [三单] 激怒
skyrockets,v. [三单] 突升，猛涨
enhances,v. [三单] 提高
retains,"v. [三单] 保留,留用"
boosts,n. [三单] 推动 v. 促使，促进
misguides,v. [三单] 误导
prevails,v. [三单] 流行，盛行
counsels,v. [三单] 忠告，建议
reinforces,v. [三单] 加强，强化
induces,v. [三单] 引诱
locates,v. [三单] 位于，定位
tightens,v. [三单] 使变紧
discharges,v. [三单] 释放
conforms,v. [三单] 相一致，遵守
recharges,v. [三单] 再充电
frowns,v. [三单] 皱眉
originates,v. [三单] 开始
cultivates,v. [三单] 培养， 养成
undermines,v. [三单] 逐渐削弱
favors,"v. [三单] 偏好, 较喜欢"
endangers,v. [三单] 危及，危害，濒临危险
inflates,v. [三单] (使)膨胀
exaggerates,v. [三单] 夸张
illustrates,"v. [三单] 说明,阐明"
overflows,v. [三单] 溢出，淹没
fantasizes,v. [三单] 想象，幻想
generates,v. [三单] 产生
backslides,v. [三单] 倒退，退步
reproduces,v. [三单] 复制
worsens,v. [三单] （使）变得更坏
motivates,v. [三单] 促动，激发，诱导
compels,v. [三单] 强迫
revises,v. [三单] 修订
dampens,v. [三单] 抑制
pursues,v. [三单] 追求
innovates,v. [三单] 创新，革新
stereotypes,n. [三单] 老套，固定模式
dictates,v. [三单] 命令，规定 n. 命令，规定
prospers,v. [三单] 繁荣
retreats,v. [三单] 退避，后退
insults,v. [三单] 侮辱
neglects,v. [三单] 疏忽
inclines,v. [三单] 倾向于
overtakes,v. [三单] 超车
emphasizes,v. [三单] 强调
lodges,v. [三单] 住宿，暂住
surpasses,v. [三单] 超过
distresses,v. [三单] 使痛苦，悲痛
invests,v. [三单] 投资
restores,v. [三单] 修复
refines,v. [三单] 改善
complies,v. [三单] 遵从
provokes,v. [三单] 激起，挑起
lobbies,n. [三单] 大堂 v. 游说
endures,v. [三单] 忍耐
confronts,v. [三单] 面对
attributes,v. [三单] 归因于
deprives,v. [三单] 剥夺，夺去，使丧失
highlights,v. [三单] 突出 n. 突出的部分
justifies,v. [三单] 证明……正当
derives,v. [三单] 得到，导出
symbolizes,v. [三单] 象征
retrains,v. [三单] 再教育
evolves,v. [三单] 使发展
disservices,n. [三单] 伤害，帮倒忙
fusses,n. [三单] 大惊小怪
regulates,v. [三单] 管理
accustoms,v. [三单] 使习惯
assembles,v. [三单] 集合
facilitates,v. [三单] 使便利，促进
misleads,v. [三单] 误导
reassesses,v. [三单] 重新评估
stimulates,v. [三单] 刺激
fascinates,v. [三单] 强烈地吸引，迷住
constitutes,v. [三单] 组成
archives,n. [三单] 档案馆，档案室
overloads,n. [三单] 负担太重
detects,v. [三单] 觉察
repaves,v. [三单] 再铺，重新铺砌
undervalues,v. [三单] 低估
protests,v. [三单] 抗议
refuels,v. [三单] （给）加油，加燃料
tackles,v. [三单] 处理
dissatisfies,v. [三单] 不满意
weakens,v. [三单] 减少，减弱
overstates,v. [三单] 夸张，夸大
restocks,v. [三单] 重新进货，再储存
convicts,v. [三单] 证明…有罪
deepens,v. [三单] 使加深，加剧
resolves,v. [三单] 解决
amplifies,v. [三单] 放大，扩大
bulks,n. [三单] 大部分
arouses,v. [三单] 引起，唤起
modifies,v. [三单] 更改，修改
conquers,v. [三单] 征服
executes,v. [三单] 将…处死
conceals,v. [三单] 把…隐藏起来
stings,v. [三单] 刺 n. 刺
stacks,n. [三单] 堆，垛 v. 堆积
tunnels,n. [三单] 隧道，坑道，地道
hedges,n. [三单] 篱笆，树篱
bundles,n. [三单] 捆，包，束
stretches,v. [三单] 伸展 n. 伸展
patches,n. [三单] 补丁 v. 修补，缝补
sympathizes,v. [三单] 同情
surrenders,v. [三单] 交出
complicates,v. [三单] 使复杂
entertains,v. [三单] 使欢乐
confesses,v. [三单] 供认，承认
pastes,n. [三单] 糊
inhabits,v. [三单] 居住于，栖息于
drips,v. [三单] 滴下 n. 水滴
exerts,v. [三单] 运用
dissolves,v. [三单] 使溶解
computes,v. [三单] 计算，估计，估算
suspends,v. [三单] 吊，悬
rebels,v. [三单] 造反 n. 造反者
descends,v. [三单] 下来，下降
encounters,v. [三单] 遭遇，遇到 n. 遭遇
composes,v. [三单] 创作
dishonours,n. [三单] 不光彩
drifts,v. [三单] 漂流 n. 趋势
glides,v. [三单] 滑动 n. 滑行
drains,v. [三单] 排去 n. 耗竭
skims,v. [三单] 掠过，擦过
flourishes,v. [三单] 繁荣，茂盛，兴旺
gasps,v. [三单] 气喘，喘息
bruises,n. [三单] 青肿，伤痕
hardens,v. [三单] 使变硬
verifies,v. [三单] 证实，查证
ventures,n. [三单] 冒险 v. 敢于
roars,v. [三单] 吼叫 n. 吼
spoils,v. [三单] 损坏，糟蹋
wakens,v. [三单] 醒来
sparks,n. [三单] 火花，火星
infers,v. [三单] 推论，推断
plunges,v. [三单] 使投入
thrives,v. [三单] 兴旺，繁荣，旺盛
restrains,v. [三单] 抑制，遏制
flushes,v. [三单] （脸）发红
oppresses,v. [三单] 压迫，压制
docks,n. [三单] 船坞
devises,v. [三单] 设计，发明
fulfils,v. [三单] 履行
compiles,v. [三单] 编辑，编制，搜集
resumes,v. [三单] 重新开始
gazes,v. [三单] 凝视，盯，注视
slits,n. [三单] 裂缝 v. 切开，撕开
despises,v. [三单] 鄙视，蔑视
bubbles,n. [三单] 泡 v. 冒泡，沸腾
uncovers,v. [三单] 揭开…的盖子
disciplines,n. [三单] 纪律 v. 训练
workshops,n. [三单] 车间，工场
filters,v. [三单] 过滤 n. 过滤器
subtracts,v. [三单] 减，减去，去掉
disguises,v. [三单] 隐瞒，掩埋 n. 假装
isolates,v. [三单] 使隔离，使孤立
supplements,n. [三单] 增补物，补充物 v. 增补，补充
comprises,v. [三单] 包含，包括
shears,v. [三单] 剪
enforces,v. [三单] 实施，执行
displeases,v. [三单] 使不愉快，使生气
depresses,v. [三单] 使沮丧
hastens,v. [三单] 催促
mutters,v. [三单] 轻声低语
flocks,n. [三单] 羊群，群
scatters,v. [三单] 撒
omits,v. [三单] 省略，省去
cooperates,v. [三单] 合作，协作
grieves,v. [三单] 悲痛
prescribes,v. [三单] 开处（方）
exceeds,v. [三单] 超过，胜过
harnesses,v. [三单] 控制[利用]〔自然力等〕 n. 马具，挽具
evaporates,v. [三单] 使蒸发
kneels,v. [三单] 跪，跪下，跪着
creeps,v. [三单] 爬行
spills,v. [三单] 使溢出
flavours,n. [三单] 味，味道
discards,v. [三单] 丢弃，抛弃，遗弃
exclaims,v. [三单] 呼喊
compresses,v. [三单] 压紧，压缩
disposes,v. [三单] 去掉，丢掉
brightens,v. [三单] 使发光
slams,v. [三单] 使劲关
decays,v. [三单] 腐烂 n. 腐烂
flares,v. [三单] 闪耀
defects,n. [三单] 缺点，缺陷，欠缺
infects,v. [三单] 传染
deceives,v. [三单] 欺骗，蒙蔽，行骗
worships,n. [三单] 礼拜 v. 崇拜
unloads,v. [三单] 卸（货）
withstands,v. [三单] 抵挡，反抗
binds,v. [三单] 捆绑
obliges,v. [三单] 迫使
compounds,n. [三单] 化合物
loosens,v. [三单] 解开
glows,n. [三单] 白热光 v. 发白热光
transmits,v. [三单] 传送，传达
proceeds,v. [三单] 进行
proposes,v. [三单] 提议
awaits,v. [三单] 等候，期待
pinches,v. [三单] 捏，拧，掐掉
wrecks,n. [三单] 沉船，失事船 v. 破坏
chills,v. [三单] 使变冷 n. 寒冷
weaves,v. [三单] 织，编
exhibits,v. [三单] 陈列，展览
strokes,n. [三单] 中风
interferes,v. [三单] 干涉，干预
captures,v. [三单] 捕获，俘获
tempts,v. [三单] 引诱，诱惑
discloses,v. [三单] 揭开，揭发
catalogs,n. [三单] 目录，目录册
trims,adj. [三单] 整齐的 v. 使整齐
vibrates,v. [三单] 使颤动
racks,n. [三单] 搁物架
laces,n. [三单] 鞋带，系带
summarizes,v. [三单] 概括，概述，总结
cripples,n. [三单] 跛子
scrapes,v. [三单] 刮 n. 刮
blends,v. [三单] 混和 n. 混和物
crawls,v. [三单] 爬，爬行
accords,v. [三单] 给予
spans,n. [三单] 持续时间
collapses,v. [三单] 倒坍
assures,v. [三单] 使确信
rusts,n. [三单] 锈 v. 生锈，氧化
grinds,v. [三单] 磨（碎）
erects,v. [三单] 建造
tortures,n. [三单] 拷问 v. 拷打
shivers,v. [三单] 颤抖，哆嗦 n. 冷颤
civilizes,v. [三单] 使文明
rouses,v. [三单] 唤醒，唤起
widens,v. [三单] 变宽
blasts,n. [三单] 爆炸，冲击波 v. 炸
persists,v. [三单] 坚持，固执
vacuums,n. [三单] 真空
ditches,n. [三单] 沟，沟渠，渠道
licks,v. [三单] 舔
thrusts,v. [三单] 插，刺 n. 猛冲，猛刺
spurs,n. [三单] 刺激物 v. 刺激
resorts,vi. [三单] 求助，凭借 n. 诉诸
penetrates,v. [三单] 穿过
boasts,v. [三单] 自夸，吹嘘
lightens,v. [三单] 照亮，使明亮
converts,v. [三单] 使转变
submerges,v. [三单] 浸没
soaks,v. [三单] 浸，泡
disorders,n. [三单] 骚乱
encloses,v. [三单] 附上
disables,v. [三单] 使无能，使伤残
fragments,n. [三单] 碎片，破片，碎块
coordinates,v. [三单] 使协调，调节
deduces,v. [三单] 演绎，推论，推断
departs,v. [三单] 离开，起程
furnishes,v. [三单] 装备，布置 （房间、建筑物）
imprisons,v. [三单] 关押，监禁
overtimes,n. [三单] 加班
rotates,v. [三单] 旋转
stoops,v. [三单] 俯身 n. 曲背
welds,v. [三单] 焊接，熔接 n. 焊接点
confines,v. [三单] 禁闭
disgusts,n. [三单] 厌恶，憎恶
utilizes,v. [三单] 利用
tempers,n. [三单] 韧度 vt. 调和， 使缓和
concedes,vt. [三单] 承认， 承认…为真
dominates,vi. [三单] 拥有优势 vt. 在…中占首要地位
bumps,vi. [三单] 碰，撞 n. 碰撞， 猛撞
surges,vi. [三单] 蜂拥而出 n. 大浪， 波涛
combats,n. [三单] 战争，斗争，格斗 vt. 与…斗争， 与…战斗
charms,n. [三单] 迷人的特性，魅力 vt. 吸引， 迷住
rallies,v. [三单] 集合， 团结 n. 集会
profiles,n. [三单] 侧面 vt. 为…描绘
reckons,vt. [三单] 认为， 估计
notifies,vt. [三单] 通知， 告知， 报告
nourishes,vt. [三单] 提供养分， 养育
shrugs,n&v. [三单] 耸肩
cherishes,vt. [三单] 珍爱
prolongs,vt. [三单] 拉长， 延长
minimizes,vt. [三单] 将…减少
leases,n. [三单] 租约，租契 vt. 出租
empowers,vt. [三单] 授权于
molds,n. [三单] 霉，霉菌 vt. 用模子制作， 塑造
suicides,n&v. [三单] 自杀
enquires,v. [三单] 询问
integrates,v. [三单] 成为一体， 合并
popularizes,vt. [三单] 普及
fulfills,vt. [三单] 履行， 实现， 完成
delegates,n. [三单] 代表， 代表团成员 vt. 委派…为代表
victimizes,vt. [三单] 使受害， 使牺牲
speculates,v. [三单] 推测， 推断
acquaints,vt. [三单] 使认识， 使了解
intervenes,vi. [三单] 干涉， 调停， 干预
forges,vt. [三单] 打制， 锻造
defies,v. [三单] 违背，违抗
rustles,v. [三单] 发出沙沙声
merges,v. [三单] 合并
outnumbers,v. [三单] 超过
fluctuates,v. [三单] 波动
fosters,v. [三单] 促进
dilutes,v. [三单] 稀释，冲淡
outlives,v. [三单] 比……活的时间长
outweighs,v. [三单] 超过
affiliates,v. [三单] 使隶属于
displaces,v. [三单] 取代
misleds,v. [三单] (mislead过去式)误导
monopolizes,v. [三单] 垄断
upgrades,v. [三单] 升级
legalizes,v. [三单] 合法化
certifies,v. [三单] 保证，证明
baffles,v. [三单] 使迷惑，困惑
chronicles,v. [三单] 记录
collides,v. [三单] 撞击，碰撞
designates,v. [三单] 指定，委派
ventilates,v. [三单] 使通风
expels,v. [三单] 开除，驱逐
outperforms,v. [三单] 胜过
modernizes,v. [三单] 现代化
portrays,v. [三单] 描述
transcends,v. [三单] 超越
kidnaps,v. [三单] 绑架
stabilizes,v. [三单] 使稳固，使安定
migrates,v. [三单] 移民
permeates,v. [三单] 渗透
lingers,v. [三单] 逗留，徘徊
testifies,v. [三单] 作证
revives,v. [三单] 复兴
suppresses,v. [三单] 镇压，压制
diminishes,v. [三单] 减少
reconciles,v. [三单] 使一致
navigates,v. [三单] 航行，驾驶
consoles,v. [三单] 安慰
discerns,v. [三单] 识别
impairs,v. [三单] 损害
conserves,v. [三单] 保留，保护
intertwines,v. [三单] 交织，纠缠
constrains,v. [三单] 限制
soothes,v. [三单] 安慰，减轻
entails,v. [三单] 使需要，使必须
smuggles,v. [三单] 走私
inhales,v. [三单] 吸入
interacts,v. [三单] 互动
confers,v. [三单] 授予
perishes,v. [三单] 死亡
quickens,v. [三单] 加快
diverts,v. [三单] 使转向
hijacks,v. [三单] 劫持
bucks,v. [三单] 反对 n. 美元
duplicates,n. [三单] 副本，复制品
regains,v. [三单] 重新获得
